bid,gender,department
13406,F,Statistics
13407,F,Medicine
13408,F,Economics
13409,F,Economics
13410,F,Economics
13411,F,Low
13412,F,Low
13413,F,Psychology
13414,F,Low
13415,F,Low
13416,F,Statistics
13417,F,Low
13418,F,Mathematics
13419,F,Psychology
13420,F,Mathematics
13421,F,Informatics
13423,F,Informatics
13424,F,Psychology
13425,F,Statistics
13426,F,Informatics
13427,F,BusinessAdministration
13428,F,Informatics
13429,F,Low
13430,F,Medicine
13431,F,Medicine
13432,F,Psychology
13433,F,Psychology
13434,F,Low
13436,F,Statistics
13437,F,Statistics
13438,F,Statistics
13439,F,Economics
13440,F,Economics
13441,F,Economics
13442,F,Informatics
13443,F,Mathematics
13444,F,Low
13445,F,Low
13446,F,Economics
13447,F,Economics
13448,F,Economics
13449,F,Economics
13450,F,Physics
13451,F,Statistics
13452,F,Statistics
13453,F,Economics
13454,F,Statistics
13455,F,Mathematics
13456,F,Psychology
13457,F,Low
13458,F,Mathematics
13459,F,Low
13460,F,Low
13461,F,Economics
13462,F,Economics
13463,F,Economics
13464,F,Statistics
13465,F,Mathematics
13466,F,Medicine
13467,F,Mathematics
13468,F,Low
13469,F,Economics
13470,F,Mathematics
13473,F,Psychology
13474,F,Informatics
13475,F,Economics
13476,F,Low
13477,F,Economics
13478,F,Economics
13479,F,Low
13481,F,Informatics
13482,F,Medicine
13483,F,Statistics
13484,F,Mathematics
13485,F,Statistics
13486,F,Physics
13487,F,Informatics
13488,F,Informatics
13489,F,Informatics
13490,F,Physics
13491,F,Informatics
13492,F,Informatics
13493,F,Statistics
13494,F,Mathematics
13495,F,Economics
13496,F,Mathematics
13497,F,Mathematics
13498,F,Psychology
13499,F,Psychology
13500,F,Psychology
13501,F,Psychology
13502,F,Mathematics
13503,F,Psychology
13504,F,Mathematics
13505,F,Psychology
13506,F,Medicine
13507,F,Economics
13508,F,Economics
13509,F,Economics
13510,F,Statistics
13511,F,Statistics
13512,F,Economics
13513,F,Psychology
13514,F,Economics
13515,F,Psychology
13516,F,Low
13517,F,Statistics
13518,F,Low
13519,F,Low
13520,F,Low
13521,F,Low
13522,F,Low
13523,F,Mathematics
13524,F,Low
13526,F,Mathematics
13527,F,Economics
13528,F,Mathematics
13529,F,Low
13530,F,Low
13531,F,Low
13533,F,Mathematics
13534,F,Economics
13535,F,Informatics
13536,F,Informatics
13537,F,Economics
13538,F,Statistics
13539,F,Mathematics
13540,F,Economics
13542,F,Informatics
13544,F,Informatics
13545,F,Mathematics
13546,F,Psychology
13547,F,Informatics
13548,F,Informatics
13549,F,Psychology
13550,F,Psychology
13551,F,Statistics
13552,F,Medicine
13553,F,Informatics
13554,F,Medicine
13555,F,Psychology
13556,F,Medicine
13557,F,Economics
13558,F,Economics
13559,F,Mathematics
13560,F,Mathematics
13561,F,Mathematics
13562,F,Statistics
13563,F,Low
13564,F,Low
13565,F,Economics
13566,F,Mathematics
13567,F,Medicine
13568,F,Statistics
13569,F,Statistics
13570,F,BusinessAdministration
13571,F,Informatics
13572,F,Psychology
13573,F,Low
13574,F,Psychology
13575,F,Informatics
13576,F,Psychology
13577,F,Medicine
13578,F,Medicine
13579,F,Biology
13580,F,Statistics
13581,F,Informatics
13582,F,Mathematics
13583,F,BusinessAdministration
13584,F,Psychology
13585,F,Psychology
13586,F,Economics
13587,F,BusinessAdministration
13588,F,BusinessAdministration
13589,F,Informatics
13590,F,Informatics
13591,F,BusinessAdministration
13592,F,Physics
13593,F,Economics
13594,F,Economics
13595,F,Informatics
13596,F,Medicine
13597,F,Medicine
13598,F,Informatics
13599,F,BusinessAdministration
13600,F,BusinessAdministration
13601,F,Economics
13602,F,Economics
13603,F,Mathematics
13604,F,Informatics
13605,F,Low
13606,F,BusinessAdministration
13607,F,Economics
13608,F,Medicine
13609,F,Mathematics
13610,F,Psychology
13611,F,Mathematics
13612,F,BusinessAdministration
13613,F,Informatics
13614,F,Mathematics
13615,F,Low
13616,F,Mathematics
13617,F,Mathematics
13618,F,Medicine
13619,F,Low
13620,F,Physics
13621,F,Informatics
13622,F,Physics
13623,F,Economics
13624,F,BusinessAdministration
13625,F,Mathematics
13626,F,Psychology
13627,F,Informatics
13628,F,Informatics
13629,F,Economics
13630,F,Mathematics
13631,F,Psychology
13632,F,Psychology
13633,F,BusinessAdministration
13634,F,Psychology
13635,F,Psychology
13636,F,Low
13637,F,Low
13638,F,Psychology
13639,F,Low
13641,F,Informatics
13642,F,Mathematics
13643,F,Mathematics
13644,F,Physics
13645,F,Economics
13646,F,Psychology
13647,F,Economics
13648,F,Economics
13649,F,Statistics
13650,F,Statistics
13651,F,Low
13652,F,Mathematics
13654,F,Low
13655,F,Medicine
13656,F,Medicine
13657,F,Informatics
13658,F,BusinessAdministration
13659,F,Mathematics
13660,F,Statistics
13661,F,Medicine
13662,F,Informatics
13663,F,Informatics
13664,F,Informatics
13665,F,Physics
13666,F,Physics
13667,F,BusinessAdministration
13668,F,Informatics
13669,F,Informatics
13670,F,Informatics
13672,F,BusinessAdministration
13673,F,Physics
13674,F,Informatics
13675,F,Physics
13676,F,Economics
13677,F,Statistics
13678,F,Low
13679,F,Low
13680,F,Economics
13681,F,Informatics
13682,F,Informatics
13683,F,Low
13685,F,BusinessAdministration
13686,F,BusinessAdministration
13687,F,Low
13688,F,Informatics
13689,F,Economics
13690,F,Economics
13691,F,Economics
13692,F,Medicine
13693,F,Statistics
13694,F,BusinessAdministration
13695,F,BusinessAdministration
13696,F,Physics
13697,F,Physics
13698,F,Medicine
13699,F,Low
13700,F,Economics
13701,F,Economics
13702,F,Low
13703,F,BusinessAdministration
13704,F,Informatics
13706,F,Informatics
13707,F,Economics
13708,F,Economics
13710,F,Physics
13711,F,BusinessAdministration
13712,F,Mathematics
13713,F,Economics
13714,F,Informatics
13715,F,Low
13716,F,Economics
13717,F,Informatics
13718,F,Economics
13719,F,Psychology
13720,F,Economics
13721,F,Medicine
13723,F,Informatics
13724,F,Psychology
13725,F,Mathematics
13727,F,BusinessAdministration
13728,F,Mathematics
13731,F,Statistics
13732,F,Low
13733,F,Mathematics
13734,F,Psychology
13735,F,Psychology
13736,F,Low
13737,F,Physics
13738,F,Psychology
13739,F,Medicine
13740,F,Mathematics
13741,F,Statistics
13742,F,Economics
13743,F,Mathematics
13744,F,Psychology
13745,F,Informatics
13746,F,Physics
13747,F,BusinessAdministration
13748,F,Psychology
13749,F,Psychology
13750,F,Psychology
13751,F,Informatics
13752,F,Economics
13753,F,Informatics
13754,F,Biology
13755,F,Statistics
13756,F,Low
13757,F,BusinessAdministration
13758,F,BusinessAdministration
13759,F,Biology
13760,F,Informatics
13761,F,Low
13762,F,Statistics
13763,F,Economics
13764,F,Mathematics
13765,F,Psychology
13766,F,BusinessAdministration
13767,F,BusinessAdministration
13768,F,BusinessAdministration
13769,F,Informatics
13770,F,Economics
13771,F,Informatics
13772,F,Psychology
13773,F,Statistics
13775,F,BusinessAdministration
13777,F,Informatics
13778,F,Informatics
13779,F,BusinessAdministration
13780,F,Economics
13781,F,BusinessAdministration
13782,F,Physics
13784,F,Economics
13785,F,Psychology
13787,F,Mathematics
13788,F,Economics
13789,F,Informatics
13790,F,Economics
13791,F,Low
13792,F,Mathematics
13793,F,BusinessAdministration
13794,F,Mathematics
13795,F,Informatics
13796,F,Economics
13798,F,Economics
13799,F,BusinessAdministration
13800,F,BusinessAdministration
13801,F,Economics
13802,F,Economics
13803,F,Psychology
13804,F,Informatics
13805,F,Physics
13806,F,Physics
13807,F,Economics
13808,F,Informatics
13810,F,Statistics
13812,F,Statistics
13813,F,Mathematics
13814,F,Statistics
13815,F,Economics
13816,F,Economics
13817,F,Physics
13818,F,Mathematics
13819,F,Psychology
13820,F,Informatics
13821,F,BusinessAdministration
13822,F,Informatics
13823,F,Psychology
13824,F,Psychology
13825,F,BusinessAdministration
13826,F,BusinessAdministration
13827,F,Economics
13828,F,Economics
13829,F,Psychology
13830,F,Statistics
13831,F,Low
13832,F,Mathematics
13833,F,Informatics
13834,F,Low
13835,F,Medicine
13837,F,Physics
13838,F,Informatics
13839,F,Psychology
13840,F,Psychology
13841,F,Informatics
13842,F,Low
13843,F,Low
13844,F,Mathematics
13845,F,Psychology
13846,F,Economics
13847,F,Psychology
13848,F,Economics
13849,F,Mathematics
13850,F,Economics
13851,F,Statistics
13852,F,Biology
13853,F,Medicine
13854,F,Informatics
13855,F,Statistics
13856,F,Mathematics
13857,F,Economics
13858,F,Economics
13859,F,Economics
13860,F,Statistics
13861,F,Economics
13862,F,Physics
13863,F,Informatics
13864,F,Mathematics
13866,F,Mathematics
13867,F,Low
13868,F,Low
13869,F,Informatics
13870,F,Informatics
13871,F,Mathematics
13872,F,Mathematics
13873,F,Economics
13874,F,Economics
13875,F,Economics
13876,F,Psychology
13877,F,Statistics
13878,F,Informatics
13879,F,Psychology
13880,F,Psychology
13881,F,Psychology
13882,F,BusinessAdministration
13883,F,Informatics
13884,F,Statistics
13885,F,Informatics
13886,F,Mathematics
13887,F,Statistics
13889,F,Mathematics
13890,F,BusinessAdministration
13891,F,Medicine
13892,F,Psychology
13893,F,BusinessAdministration
13894,F,Statistics
13895,F,Biology
13897,F,Low
13898,F,Psychology
13899,F,Economics
13900,F,Economics
13901,F,Mathematics
13902,F,Informatics
13903,F,Statistics
13904,F,BusinessAdministration
13905,F,Informatics
13906,F,Mathematics
13907,F,Low
13908,F,Physics
13910,F,BusinessAdministration
13911,F,BusinessAdministration
13912,F,Economics
13913,F,Low
13914,F,Psychology
13915,F,Psychology
13916,F,Mathematics
13917,F,Psychology
13918,F,Mathematics
13919,F,Informatics
13920,F,Economics
13921,F,Medicine
13922,F,Informatics
13923,F,Economics
13924,F,Low
13925,F,BusinessAdministration
13926,F,BusinessAdministration
13927,F,Economics
13928,F,Mathematics
13929,F,Mathematics
13930,F,Psychology
13931,F,Low
13932,F,Physics
13933,F,Economics
13934,F,Mathematics
13935,F,Mathematics
13936,F,Mathematics
13937,F,Economics
13938,F,Mathematics
13939,F,Statistics
13940,F,Low
13941,F,Informatics
13942,F,Economics
13943,F,Economics
13944,F,Mathematics
13945,F,Economics
13946,F,Physics
13947,F,Physics
13948,F,Psychology
13949,F,Informatics
13950,F,Psychology
13951,F,Statistics
13952,F,Economics
13953,F,Mathematics
13954,F,BusinessAdministration
13955,F,BusinessAdministration
13956,F,BusinessAdministration
13957,F,Economics
13958,F,Economics
13961,F,Mathematics
13962,F,Mathematics
13964,F,Medicine
13966,F,Medicine
13967,F,Mathematics
13968,F,Informatics
13969,F,Informatics
13970,F,Low
13971,F,BusinessAdministration
13972,F,Mathematics
13973,F,Economics
13974,F,Psychology
13975,F,Mathematics
13976,F,Mathematics
13977,F,Psychology
13979,F,Informatics
13980,F,Economics
13981,F,Mathematics
13982,F,Mathematics
13984,F,Informatics
13985,F,Low
13986,F,Economics
13987,F,Mathematics
13988,F,Psychology
13989,F,Economics
13990,F,Mathematics
13991,F,Economics
13992,F,BusinessAdministration
13993,F,Statistics
13994,F,Economics
13996,F,Psychology
13997,F,Economics
13998,F,Informatics
13999,F,Low
14000,F,BusinessAdministration
14001,F,Mathematics
14002,F,Informatics
14003,F,Psychology
14004,F,Psychology
14005,F,BusinessAdministration
14006,F,Psychology
14007,F,Psychology
14008,F,Economics
14009,F,Physics
14010,F,Psychology
14011,F,Informatics
14012,F,Low
14013,F,Low
14014,F,Low
14015,F,Informatics
14016,F,Economics
14017,F,Economics
14018,F,Economics
14019,F,Mathematics
14020,F,BusinessAdministration
14021,F,Informatics
14022,F,Low
14023,F,Economics
14024,F,Mathematics
14025,F,Low
14026,F,Low
14027,F,Psychology
14028,F,Mathematics
14029,F,Psychology
14030,F,Low
14031,F,Low
14032,F,Low
14033,F,Psychology
14034,F,Mathematics
14035,F,Economics
14036,F,Informatics
14037,F,Mathematics
14038,F,Informatics
14039,F,Medicine
14040,F,BusinessAdministration
14041,F,Economics
14042,F,Statistics
14043,F,Low
14044,F,Mathematics
14045,F,Mathematics
14046,F,Low
14047,F,Informatics
14048,F,Informatics
14049,F,Mathematics
14050,F,Statistics
14051,F,Psychology
14052,F,Economics
14053,F,Informatics
14054,F,Statistics
14055,F,Economics
14056,F,Informatics
14057,F,Mathematics
14058,F,Statistics
14059,F,Mathematics
14060,F,BusinessAdministration
14061,F,BusinessAdministration
14062,F,Low
14063,F,Physics
14064,F,Low
14065,F,Economics
14066,F,Mathematics
14067,F,Mathematics
14068,F,BusinessAdministration
14069,F,Medicine
14070,F,Physics
14071,F,Economics
14072,F,Psychology
14075,F,Informatics
14076,F,Economics
14077,F,Psychology
14078,F,Informatics
14079,F,Economics
14080,F,Mathematics
14081,F,Psychology
14082,F,Economics
14083,F,Psychology
14084,F,Psychology
14085,F,Mathematics
14086,F,Mathematics
14087,F,BusinessAdministration
14088,F,Mathematics
14089,F,Mathematics
14090,F,Mathematics
14091,F,BusinessAdministration
14092,F,Economics
14093,F,Economics
14094,F,Statistics
14095,F,Low
14096,F,Mathematics
14097,F,Statistics
14098,F,Mathematics
14099,F,Informatics
14100,F,Mathematics
14101,F,Mathematics
14102,F,BusinessAdministration
14103,F,Mathematics
14104,F,Statistics
14105,F,Informatics
14106,F,Economics
14107,F,Mathematics
14108,F,Statistics
14109,F,Statistics
14110,F,Mathematics
14111,F,Statistics
14112,F,Statistics
14113,F,Statistics
14114,F,Statistics
14115,F,Statistics
14116,F,BusinessAdministration
14117,F,Physics
14118,F,Psychology
14119,F,Statistics
14120,F,BusinessAdministration
14121,F,Psychology
14122,F,BusinessAdministration
14123,F,Informatics
14124,F,Low
14125,F,Psychology
14126,F,Mathematics
14128,F,Informatics
14129,F,Low
14130,F,BusinessAdministration
14131,F,Low
14132,F,Physics
14133,F,Informatics
14134,F,Mathematics
14135,F,Physics
14136,F,Statistics
14137,F,Statistics
14138,F,Economics
14139,F,Statistics
14140,F,Statistics
14141,F,Low
14142,F,BusinessAdministration
14143,F,BusinessAdministration
14144,F,Physics
14145,F,Statistics
14146,F,Physics
14147,F,Economics
14148,F,Economics
14149,F,Statistics
14150,F,BusinessAdministration
14151,F,BusinessAdministration
14152,F,Economics
14153,F,Economics
14154,F,Biology
14155,F,Mathematics
14157,F,Mathematics
14158,F,Physics
14159,F,Low
14160,F,BusinessAdministration
14161,F,Mathematics
14162,F,BusinessAdministration
14163,F,Informatics
14165,F,BusinessAdministration
14166,F,BusinessAdministration
14167,F,Statistics
14168,F,BusinessAdministration
14169,F,Physics
14170,F,Medicine
14171,F,BusinessAdministration
14172,F,Informatics
14173,F,Physics
14174,F,Mathematics
14175,F,Statistics
14176,F,Statistics
14177,F,Psychology
14178,F,Medicine
14179,F,BusinessAdministration
14180,F,BusinessAdministration
14181,F,Economics
14182,F,BusinessAdministration
14183,F,Mathematics
14184,F,Informatics
14185,F,Economics
14186,F,Economics
14187,F,Economics
14188,F,Mathematics
14189,F,Mathematics
14190,F,Economics
14191,F,Mathematics
14193,F,Economics
14194,F,Psychology
14195,F,Psychology
14196,F,Statistics
14197,F,Mathematics
14198,F,Low
14199,F,Mathematics
14201,F,BusinessAdministration
14202,F,BusinessAdministration
14203,F,Mathematics
14204,F,Psychology
14205,F,Informatics
14206,F,BusinessAdministration
14207,F,Statistics
14208,F,BusinessAdministration
14209,F,Statistics
14210,F,Mathematics
14211,F,Mathematics
14212,F,Statistics
14213,F,Mathematics
14214,F,Economics
14215,F,BusinessAdministration
14216,F,Informatics
14218,F,Biology
14219,F,Biology
14220,F,Physics
14221,F,Physics
14222,F,Informatics
14223,F,Psychology
14224,F,Informatics
14225,F,Mathematics
14226,F,Mathematics
14227,F,Economics
14228,F,Mathematics
14229,F,Economics
14230,F,BusinessAdministration
14231,F,Economics
14232,F,Economics
14233,F,Informatics
14234,F,Statistics
14235,F,BusinessAdministration
14236,F,Psychology
14237,F,Statistics
14238,F,BusinessAdministration
14239,F,BusinessAdministration
14240,F,Informatics
14241,F,Economics
14242,F,Medicine
14243,F,Statistics
14244,F,Psychology
14245,F,Mathematics
14246,F,Psychology
14247,F,BusinessAdministration
14248,F,Mathematics
14249,F,BusinessAdministration
14250,F,BusinessAdministration
14251,F,Economics
14252,F,Mathematics
14254,F,Statistics
14255,F,Statistics
14256,F,BusinessAdministration
14257,F,BusinessAdministration
14258,F,BusinessAdministration
14259,F,Mathematics
14260,F,Psychology
14261,F,Economics
14262,F,Statistics
14263,F,Economics
14264,F,BusinessAdministration
14265,F,BusinessAdministration
14266,F,Mathematics
14267,F,Mathematics
14268,F,Mathematics
14269,F,Psychology
14270,F,Mathematics
14271,F,Psychology
14272,F,Economics
14273,F,Mathematics
14274,F,Economics
14275,F,Economics
14276,F,Psychology
14277,F,Psychology
14278,F,Economics
14279,F,Psychology
14281,F,Mathematics
14282,F,Mathematics
14283,F,Mathematics
14284,F,BusinessAdministration
14285,F,Informatics
14286,F,Economics
14287,F,Statistics
14291,F,Medicine
14292,F,Psychology
14293,F,Economics
14294,F,Psychology
14295,F,Mathematics
14298,F,Psychology
14299,F,Statistics
14300,F,Economics
14302,F,Mathematics
14303,F,Statistics
14304,F,Mathematics
14305,F,Mathematics
14306,F,Mathematics
14307,F,BusinessAdministration
14308,F,BusinessAdministration
14309,F,Statistics
14310,F,Statistics
14311,F,BusinessAdministration
14312,F,Statistics
14313,F,Informatics
14314,F,Statistics
14315,F,BusinessAdministration
14316,F,BusinessAdministration
14317,F,BusinessAdministration
14319,F,Psychology
14320,F,BusinessAdministration
14321,F,Psychology
14322,F,Statistics
14323,F,BusinessAdministration
14324,F,Psychology
14325,F,Psychology
14326,F,Mathematics
14327,F,Mathematics
14328,F,Statistics
14329,F,Mathematics
14330,F,Psychology
14331,F,Statistics
14332,F,BusinessAdministration
14333,F,Economics
14334,F,Mathematics
14335,F,Informatics
14336,F,Statistics
14337,F,BusinessAdministration
14338,F,Statistics
14339,F,Psychology
14341,F,BusinessAdministration
14342,F,Statistics
14343,F,Physics
14344,F,Biology
14345,F,Mathematics
14346,F,Mathematics
14347,F,Mathematics
14348,F,Mathematics
14349,F,Psychology
14350,F,Mathematics
14351,F,Psychology
14352,F,Physics
14353,F,Mathematics
14354,F,Psychology
14355,F,BusinessAdministration
14356,F,Mathematics
14357,F,BusinessAdministration
14358,F,Informatics
14359,F,Medicine
14360,F,Psychology
14361,F,Medicine
14362,F,Mathematics
14363,F,Biology
14364,F,Psychology
14365,F,Mathematics
14367,F,Psychology
14369,F,Mathematics
14370,F,Low
14371,F,Mathematics
14372,F,Statistics
14373,F,Statistics
14374,F,Medicine
14375,F,Psychology
14376,F,Mathematics
14377,F,BusinessAdministration
14378,F,BusinessAdministration
14379,F,Mathematics
14380,F,Low
14381,F,Physics
14382,F,Mathematics
14383,F,Economics
14384,F,Medicine
14385,F,Mathematics
14386,F,Mathematics
14387,F,Psychology
14389,F,Physics
14390,F,Statistics
14392,F,Economics
14393,F,Mathematics
14395,F,BusinessAdministration
14396,F,Mathematics
14397,F,BusinessAdministration
14398,F,Mathematics
14399,F,Statistics
14400,F,Low
14401,F,Mathematics
14402,F,Psychology
14403,F,BusinessAdministration
14404,F,Mathematics
14405,F,BusinessAdministration
14406,F,Economics
14407,F,Low
14408,F,Mathematics
14409,F,Medicine
14410,F,Informatics
14411,F,Economics
14412,F,Psychology
14413,F,Psychology
14414,F,Psychology
14415,F,Low
14417,F,Medicine
14418,F,Statistics
14420,F,Physics
14421,F,Medicine
14422,F,Psychology
14423,F,Economics
14424,F,Medicine
14425,F,Economics
14426,F,Low
14427,F,Physics
14428,F,Biology
14429,F,Biology
14430,F,Statistics
14431,F,Medicine
14432,F,Medicine
14433,F,Low
14434,F,Biology
14435,F,Physics
14436,F,Statistics
14437,F,Mathematics
14438,F,Biology
14440,F,Psychology
14441,F,Economics
14442,F,Low
14443,F,Physics
14444,F,Medicine
14446,F,Mathematics
14447,F,Psychology
14448,F,Low
14449,F,Economics
14450,F,Low
14451,F,Economics
14453,F,Mathematics
14455,F,BusinessAdministration
14456,F,Economics
14457,F,Mathematics
14458,F,Statistics
14459,F,BusinessAdministration
14460,F,Statistics
14462,F,Low
14463,F,Statistics
14465,F,Biology
14466,F,Low
14467,F,Psychology
14470,F,Low
14471,F,Informatics
14472,F,Economics
14473,F,Low
14474,F,Economics
14475,F,Informatics
14476,F,Mathematics
14477,F,Low
14480,F,Psychology
14481,F,Mathematics
14482,F,Economics
14484,F,BusinessAdministration
14485,F,BusinessAdministration
14487,F,Economics
14488,F,Economics
14489,F,Mathematics
14490,F,Psychology
14491,F,Mathematics
14492,F,BusinessAdministration
14493,F,Medicine
14494,F,Psychology
14495,F,Economics
14498,F,Psychology
14499,F,Mathematics
14500,F,Low
14501,F,Informatics
14502,F,Economics
14503,F,Mathematics
14504,F,Informatics
14506,F,Physics
14507,F,Economics
14508,F,Mathematics
14509,F,Mathematics
14510,F,Mathematics
14511,F,Low
14512,F,Economics
14513,F,Psychology
14514,F,Psychology
14515,F,BusinessAdministration
14518,F,Economics
14519,F,Economics
14520,F,Physics
14521,F,BusinessAdministration
14522,F,Informatics
14523,F,Economics
14524,F,BusinessAdministration
14525,F,Mathematics
14526,F,Low
14527,F,Mathematics
14528,F,Low
14529,F,Low
14530,F,Mathematics
14531,F,Statistics
14532,F,Economics
14534,F,Mathematics
14535,F,BusinessAdministration
14536,F,Physics
14537,F,Biology
14538,F,Mathematics
14539,F,Statistics
14540,F,Mathematics
14541,F,Mathematics
14542,F,Informatics
14544,F,Psychology
14546,F,Economics
14549,F,Psychology
14550,F,Medicine
14551,F,BusinessAdministration
14552,F,Mathematics
14553,F,Mathematics
14554,F,Informatics
14555,F,BusinessAdministration
14556,F,Low
14557,F,Economics
14558,F,Psychology
14559,F,Economics
14560,F,Medicine
14561,F,Psychology
14562,F,Economics
14563,F,Medicine
14564,F,Mathematics
14565,F,Medicine
14566,F,Mathematics
14568,F,Mathematics
14569,F,Mathematics
14570,F,Physics
14571,F,Economics
14572,F,Biology
14573,F,Biology
14574,F,Psychology
14575,F,Mathematics
14576,F,Informatics
14577,F,Mathematics
14578,F,Low
14579,F,Mathematics
14580,F,Mathematics
14583,F,Psychology
14584,F,Informatics
14585,F,Physics
14586,F,Mathematics
14587,F,Mathematics
14588,F,Physics
14589,F,Mathematics
14590,F,Physics
14591,F,Low
14592,F,Statistics
14593,F,Biology
14594,F,Medicine
14595,F,BusinessAdministration
14596,F,Mathematics
14597,F,Mathematics
14598,F,Mathematics
14601,F,Mathematics
14602,F,Physics
14603,F,Psychology
14604,F,Economics
14605,F,Biology
14606,F,BusinessAdministration
14608,F,Low
14609,F,Psychology
14610,F,Mathematics
14611,F,Statistics
14612,F,Medicine
14613,F,Mathematics
14614,F,BusinessAdministration
14615,F,Physics
14617,F,Economics
14618,F,Mathematics
14619,F,Mathematics
14620,F,Mathematics
14622,F,Biology
14623,F,Informatics
14624,F,Mathematics
14625,F,Economics
14626,F,BusinessAdministration
14627,F,Low
14629,F,Economics
14630,F,Mathematics
14631,F,Mathematics
14632,F,Psychology
14633,F,Low
14634,F,Mathematics
14635,F,BusinessAdministration
14636,F,Mathematics
14637,F,Statistics
14638,F,Mathematics
14640,F,Mathematics
14641,F,Economics
14642,F,Mathematics
14643,F,Mathematics
14644,F,BusinessAdministration
14645,F,Mathematics
14646,F,BusinessAdministration
14647,F,Mathematics
14648,F,Psychology
14649,F,Mathematics
14650,F,Mathematics
14651,F,Mathematics
14652,F,Psychology
14655,F,Economics
14656,F,Economics
14657,F,Low
14658,F,Psychology
14659,F,Psychology
14660,F,Biology
14661,F,BusinessAdministration
14662,F,Mathematics
14663,F,Statistics
14665,F,Low
14666,F,Economics
14667,F,Mathematics
14669,F,Psychology
14670,F,Economics
14671,F,Medicine
14673,F,Mathematics
14674,F,Mathematics
14675,F,Low
14676,F,Mathematics
14677,F,Statistics
14679,F,Informatics
14680,F,Mathematics
14681,F,Mathematics
14682,F,Mathematics
14683,F,Low
14684,F,Informatics
14685,F,BusinessAdministration
14686,F,BusinessAdministration
14687,F,Informatics
14688,F,Economics
14689,F,Economics
14690,F,BusinessAdministration
14691,F,BusinessAdministration
14692,F,Economics
14693,F,Psychology
14694,F,BusinessAdministration
14695,F,BusinessAdministration
14696,F,Low
14697,F,Informatics
14698,F,Low
14699,F,Psychology
14700,F,Mathematics
14701,F,Low
14702,F,Statistics
14703,F,Informatics
14704,F,Medicine
14706,F,Mathematics
14707,F,Mathematics
14708,F,Mathematics
14709,F,Physics
14710,F,Medicine
14711,F,Informatics
14712,F,Mathematics
14713,F,Economics
14715,F,Mathematics
14716,F,Low
14717,F,Statistics
14718,F,Economics
14720,F,Mathematics
14723,F,Physics
14724,F,Statistics
14726,F,Economics
14728,F,Physics
14729,F,Economics
14730,F,Economics
14732,F,Medicine
14733,F,Medicine
14734,F,Mathematics
14736,F,Medicine
14739,F,Physics
14740,F,Low
14741,F,Psychology
14744,F,Statistics
14745,F,Mathematics
14748,F,Statistics
14749,F,Psychology
14750,F,BusinessAdministration
14753,F,Medicine
14754,F,Medicine
14755,F,Mathematics
14756,F,Informatics
14758,F,Economics
14760,F,Mathematics
14761,F,Medicine
14762,F,Medicine
14763,F,Economics
14764,F,Medicine
14766,F,Economics
14767,F,Medicine
14770,F,Low
14771,F,Informatics
14772,F,Medicine
14773,F,Statistics
14774,F,Statistics
14775,F,Medicine
14776,F,Informatics
14777,F,Medicine
14778,F,Medicine
14779,F,Statistics
14780,F,Statistics
14781,F,Informatics
14782,F,Medicine
14783,F,BusinessAdministration
14784,F,Psychology
14785,F,Statistics
14786,F,Statistics
14787,F,Statistics
14788,F,Medicine
14789,F,Informatics
14791,F,Statistics
14792,F,Statistics
14793,F,Statistics
14794,F,Statistics
14795,F,Statistics
14796,F,Economics
14797,F,Informatics
14798,F,Statistics
14799,F,Low
14800,F,Low
14801,F,Statistics
14802,F,Statistics
14803,F,Statistics
14804,F,Psychology
14805,F,Economics
14806,F,Informatics
14807,F,Economics
14808,F,Statistics
14809,F,Informatics
14810,F,Economics
14811,F,Informatics
14812,F,Low
14813,F,Statistics
14814,F,Statistics
14815,F,Statistics
14816,F,Low
14817,F,Economics
14818,F,Physics
14819,F,Statistics
14820,F,Physics
14821,F,Low
14822,F,Low
14823,F,Economics
14824,F,BusinessAdministration
14825,F,Statistics
14826,F,Low
14827,F,Informatics
14828,F,BusinessAdministration
14829,F,Low
14830,F,Informatics
14831,F,BusinessAdministration
14832,F,Statistics
14833,F,Physics
14834,F,Psychology
14835,F,Physics
14836,F,Mathematics
14837,F,Psychology
14838,F,Mathematics
14839,F,Physics
14840,F,Informatics
14841,F,Informatics
14842,F,Physics
14843,F,Psychology
14844,F,Physics
14845,F,BusinessAdministration
14846,F,Statistics
14847,F,Low
14848,F,BusinessAdministration
14849,F,BusinessAdministration
14851,F,Statistics
14852,F,Mathematics
14853,F,Medicine
14854,F,BusinessAdministration
14855,F,BusinessAdministration
14856,F,Low
14857,F,Medicine
14858,F,Physics
14859,F,Physics
14860,F,Statistics
14861,F,Economics
14862,F,BusinessAdministration
14863,F,BusinessAdministration
14864,F,Informatics
14865,F,Mathematics
14866,F,Mathematics
14867,F,Mathematics
14868,F,Mathematics
14869,F,Psychology
14870,F,Economics
14871,F,Mathematics
14872,F,Psychology
14873,F,Low
14874,F,Economics
14875,F,Mathematics
14876,F,Low
14877,F,Mathematics
14878,F,Low
14879,F,Statistics
14880,F,Low
14881,F,BusinessAdministration
14882,F,Low
14883,F,BusinessAdministration
14884,F,BusinessAdministration
14885,F,Low
14886,F,Informatics
14888,F,Economics
14889,F,Statistics
14890,F,Physics
14891,F,Psychology
14892,F,Economics
14893,F,Economics
14894,F,Economics
14895,F,Statistics
14896,F,Statistics
14897,F,Low
14898,F,Mathematics
14900,F,Informatics
14901,F,Mathematics
